CREME.TDBModJulian        CREME.EarthMJ2000Eq.X     CREME.EarthMJ2000Eq.Y     CREME.EarthMJ2000Eq.Z     CREME.EarthMJ2000Eq.VX    CREME.EarthMJ2000Eq.VY    CREME.EarthMJ2000Eq.VZ    CREME.ElapsedSecs         CREME.Earth.SMA           CREME.Earth.ECC           CREME.EarthMJ2000Eq.INC   CREME.EarthMJ2000Eq.AOP   CREME.EarthMJ2000Eq.RAAN   CREME.Earth.TA            CREME.DefaultProp_ForceModel.AtmosDensity   
29945.50299981382         3915.942200583737         -5597.139480480694        1424.455243880403         -1.735608241052327        0.6529085712523027        7.326615563527647         190.0000000954606         6977.327054111994         0.0002891114095463831     97.80053752938529         119.5952574494137         306.6148751927477          252.295336239941          0.0003672095084721673                       
29945.50311555455         3898.356511405666         -5590.281860917576        1497.636086247224         -1.781495013244178        0.7186016867363757        7.309409345058958         199.9999999185093         6977.242450288728         0.0003050439639635297     97.8005901019679          121.0519885398217         306.6148866686336          251.4591635835239         0.0003658776815115079                       
29945.5032312953          3880.313000966331         -5582.767732780289        1570.640563003732         -1.827171592059596        0.7842089923078958        7.291342796619941         210.0000000558794         6977.15394553887          0.000321074524293721      97.80064492998949         122.500787060495          306.6148992656471          250.6309236846579         0.0003645042969968739                       
29945.50334703604         3861.813798193311         -5574.597992961795        1643.460081673979         -1.872632583104634        0.8497227311690762        7.272418099865328         219.9999998789281         6977.061582825225         0.000337206125648882      97.80070198469747         123.9416104047384         306.6149130318308          249.8106591679058         0.0003630855962195618                       
29945.50346277678         3842.861085826356         -5565.773615863025        1716.086072105362         -1.917872618410357        0.9151351586179446        7.252637537781513         230.0000000162981         6976.965403937235         0.0003534416330492166     97.80076123771317         125.3744625695943         306.6149280148936          248.9983660545027         0.0003616217644680287                       
29945.50357851752         3823.457100150932         -5556.295653268985        1788.50998748126          -1.9628863568798          0.9804385426468027        7.232003494565215         240.0000001536682         6976.865449653258         0.0003697837081991861     97.80082266116264         126.7993842827958         306.6149442622827          248.1940036353136         0.0003601118223604295                       
29945.50369425826         3803.604130727098         -5546.165234218561        1860.723305332841         -2.007668484777616        1.045625164603842         7.21051845557349          249.9999999767169         6976.761760048615         0.0003862347735094816     97.80088622770899         128.2164428100769         306.6149618212382          247.397504663442          0.0003585543140588861                       
29945.50380999901         3783.304520113236         -5535.383564867318        1932.717528550605         -2.05221371626762         1.110687319934932         7.188185007316721         260.000000114087          6976.654374912901         0.0004027969756158725     97.80095191047286         129.6257221458125         306.6149807388171          246.6087851635205         0.0003569484984095695                       
29945.50392573974         3762.56066358418          -5523.951928342463        2004.484186395951         -2.09651679399763         1.175617319013256         7.165005837464801         269.9999999371357         6976.543334235003         0.000419472150455906      97.80101968283576         131.0273141717943         306.6150010618773          245.8277532728781         0.000355293634258651                        
29945.50404148049         3741.375008843261         -5511.871684589042        2076.014835512754         -2.140572489727123        1.240407488056095         7.140983734839756         280.0000000745058         6976.428678716696         0.0004362617915044803     97.80108951813227         132.4213111613369         306.6150228370167          245.0543167373932         0.0003535885039962689                       
29945.50415722122         3719.75005572791          -5499.14427020659         2147.301060938714         -2.184375604990433        1.305050170120711         7.116121589373002         289.9999998975545         6976.310450281223         0.0004531670221897527     97.80116138924777         133.807799822111          306.6150461104635          244.2883888686319         0.000351833054682864                        
29945.50427296197         3697.68835590847          -5485.771198275469        2218.334477116025         -2.22792097178755         1.369537726166482         7.090422392012035         300.0000000349246         6976.188692552104         0.000470188572890342      97.80123526814801         135.1868568873009         306.6150709279185          243.5298929526787         0.0003500267833926238                       
29945.50438870271         3675.192512580001         -5471.754058172314        2289.106728900827         -2.271203453295353        1.433862536167991         7.063889234568045         309.9999998579733         6976.063451287258         0.0004873267623673085     97.80131112537538         136.5585461196187         306.6150973343583          242.7787652461203         0.0003481693460184135                       
29945.50450444345         3652.265180146886         -5457.094515374164        2359.609492570823         -2.314217944594111        1.49801700026385          7.036525309501443         319.9999999953434         6975.934774762528         0.0005045814831207551     97.80138892955111         137.9229164981025         306.6151253738084          242.0349567892611         0.0003462601866948615                       
29945.50462018419         3628.909063900116         -5441.794311250979        2429.834476830445         -2.356959373406529        1.561993539927754         7.008333909646733         330.0000001327135         6975.802714106429         0.0005219521899020486     97.80146864692433         139.2800013040269         306.6151550891024          241.2984343202369         0.0003442987495565962                       
29945.50473592493         3605.126919687118         -5425.855262846378        2499.773423812973         -2.399422700848719        1.625784599151337         6.979318427878829         339.9999999557622         6975.667323589983         0.0005394378908372818     97.80155024100635         140.6298178527069         306.6151865216436          240.5691805432492         0.0003422857228178871                       
29945.50485166567         3580.921553574013         -5409.279262646529        2569.41811007904          -2.441602922194204        1.689382645631605         6.949482356723889         350.0000000931323         6975.528660878389         0.0005570371406990242     97.80163367232208         141.9723676310608         306.6152197111894          239.8471939910547         0.0003402203917946851                       
29945.50496740641         3556.295821500164         -5392.068278337157        2638.760347610966         -2.483495067651625        1.752780171958118         6.91882928791415          359.999999916181          6975.386787245116         0.000574748036526269      97.80171889830119         143.3076367202721         306.6152546956725          239.1324886023706         0.0003381031535336842                       
29945.50508314715         3531.252628924882         -5374.224352548688        2707.791984802353         -2.525094203156015        1.815969696796675         6.887362911884912         370.000000053551          6975.241767746768         0.0005925682160883086     97.80180587331994         144.6355964276803         306.615291511078           238.4250930900672         0.0003359343256722396                       
29945.50519888789         3505.794930466157         -5355.749602589611        2776.504907442339         -2.566395431170552        1.878943766066151         6.855087017208355         379.9999998765998         6975.09367134917          0.0006104948602816935     97.80189454889204         145.9562041559572         306.6153301913821          237.7250500720903         0.0003337136435125552                       
29945.50531462863         3479.925729531351         -5336.646220168092        2844.891039693851         -2.607393891492061        1.941694954103341         6.822005489957807         390.0000000139698         6974.942570990159         0.0006285247007709215     97.80198487399431         147.2694045908671         306.6153707685621          237.0324148838146         0.0003314429599392033                       
29945.50543036938         3453.648077939851         -5316.91647110206         2912.942345065126         -2.648084762050174        2.004215864808599         6.78812231299696          400.0000001513399         6974.78854356232          0.0006466540342121223     97.80207679550197         148.5751313036143         306.6154132726735          236.347253975821          0.0003291208191143056                       
29945.50554611011         3426.965075537828         -5296.562695017956        2980.650827373733         -2.68846325968634         2.066499132761815         6.753441565190692         409.9999999743886         6974.6316697976           0.000664878744218311      97.8021702587004          149.873308875133          306.6154577319884          235.6696427897386         0.00032674936509001                         
29945.50566185086         3399.879869805359         -5275.587305038528        3048.008531702324         -2.728524640897384        2.128537424296249         6.717967420540108         420.0000001117587         6974.472034041847         0.0006831943315170549     97.80226520783449         151.1638555860239         306.615504173184           234.9996630684419         0.0003243293919597044                       
29945.5057775916          3372.39565545637          -5253.992787460159        3115.007545345378         -2.768264202527681        2.190323438516379         6.68170414724988          429.9999999348074         6974.309723912965         0.0007015959521227129     97.80236158665569         152.4466866745988         306.615552621564           234.3373995981336         0.000321861826165675                        
29945.50589333234         3344.515674031959         -5231.781701420344        3181.639998746358         -2.807677282396685        2.251849908247144         6.64465610674421          440.0000000721775         6974.14482984949          0.0007200784622048869     97.80245933892994         153.7217180595818         306.6156031012947          233.6829364857588         0.0003193457412656357                       
29945.50600907308         3316.243213487818         -5208.956678556059        3247.898066424847         -2.846759259852097        2.313109600904561         6.606827752653685         449.9999998952262         6973.977444567063         0.0007386364674721158     97.80255840887372         154.9888703631954         306.6156556356366          233.0363531360149         0.0003167852665452044                       
29945.50612481382         3287.581607776504         -5185.520422653858        3313.773967893532         -2.885505556245399        2.374095319283207         6.568223629800259         460.0000000325963         6973.807662453128         0.0007572643740370303     97.80265874149561         156.2480729908903         306.6157102471554          232.3977201716927         0.0003141801902461442                       
29945.50624055456         3258.534236425344         -5161.475709292473        3379.259968565143         -2.923911635333297        2.434799902262677         6.528848373209739         469.999999855645          6973.635578939945         0.0007759564371581431     97.80276028282915         157.4992679829739         306.6157669578946          231.7670955820894         0.000311532047615672                        
29945.5063562953          3229.104524110639         -5136.825385478747        3444.348380649772         -2.961973003615768        2.495216225442661         6.488706707179358         479.9999999930151         6973.461289901671         0.0007947068041609107     97.80286298005416         158.7424133438498         306.6158257895026          231.1445213937817         0.0003088420827334292                       
29945.50647203604         3199.295940228743         -5111.572369277488        3509.031564043238         -2.999685210627583        2.555337201723547         6.447803444422631         490.0000001303852         6973.284891121412         0.0008135095482162529     97.80296678151231         159.9774855838581         306.6158867633076          230.5300211287678         0.000306112598470241                        
29945.50658777678         3169.111998464376         -5085.719649435704        3573.301927207359         -3.03704384920504         2.615155781855578         6.406143485305599         499.9999999534339         6973.106477870285         0.0008323586903822882     97.80307163663248         161.2044812561302         306.6159499003397          229.9235982675704         0.0003033452624222224                       
29945.50670351752         3138.556256356287         -5059.270285001389        3637.151928043045         -3.074044555750739        2.674664954982461         6.363731817176852         510.000000090804          6972.926144627214         0.0008512482087279446     97.80317749578515         162.4234173823238         306.6160152213058          229.3252358234402         0.000300541159850337                        
29945.50681925826         3107.632314860195         -5032.227404936795        3700.574074757135         -3.110683010518919        2.733857749206207         6.320573513782448         519.9999999138527         6972.743984955034         0.0008701720347265243     97.80328431009016         163.6343307469073         306.6160827465254          228.7348970479976         0.0002977024877462919                       
29945.506934999           3076.343817908684         -5004.594207725848        3763.56092672373          -3.146954937939451        2.792727232196496         6.276673734745547         530.0000000512227         6972.560091529481         0.0008891240387414928     97.80339203120175         164.8372761613534         306.6161524958384          228.152527166962          0.0002948331901072475                       
29945.50705073974         3044.69445196763          -4976.37396097517         3826.10509534052          -3.182856106992055        2.85126651186142          6.232037725081423         539.9999998742715         6972.374556298975         0.0009080980079222268     97.80350061109212         166.0323239043465         306.6162244884956          227.5780559398699         0.00029193286988651                         
29945.50716648049         3012.687945588596         -4947.570001008058        3888.199244880302         -3.21838233163421         2.909468737087593         6.186670814713644         550.0000000116415         6972.187470737301         0.0009270876208881364     97.80361000185188         167.2195566216311         306.6162987430452          227.0114007601623         0.0002890059475372728                       
29945.50728222123         2980.328068956715         -4918.185732450712        3949.836093337515         -3.253529471277635        2.967327098547309         6.140578417956712         560.0000001490116         6971.998926139789         0.0009460864241320776     97.80372015551926         168.3990660169224         306.616375277223           226.4524699642243         0.0002860525818782134                       
29945.50739796197         2947.618633433612         -4888.224627810108        4011.008413269311         -3.288293431299982        3.024834829559897         6.09376603293457          569.9999999720603         6971.809013907424         0.000965087815049522      97.80383102394447         169.5709496818651         306.6164541078533          225.9011660013911         0.0002830773521812031                       
29945.50751370271         2914.563491095106         -4857.690227043076        4071.709032630388         -3.322670163572341        3.081985206985622         6.04623924091347          580.0000001094304         6971.617825765661         0.0009840850357136902     97.80394255869022         170.7353083801629         306.6165352507651          225.3573881497975         0.0002800822436797119                       
29945.50762944345         2881.16653426366          -4826.586137116386        4131.93083560068          -3.356655666980013        3.138771552124573         5.998003705539853         589.9999999324791         6971.425453874101         0.001003071180122723      97.80405471096471         171.892244034392          306.6166187207221          224.8210345295548         0.0002770694268956672                       
29945.50774518419         2847.431695035748         -4794.916031557955        4191.666763404967         -3.390245987913648        3.195187231590364         5.949065171987479         600.0000000698492         6971.231990797696         0.001022039215911778      97.80416743157997         173.0418585776694         306.6167045313659          224.2920032510769         0.0002740422899608579                       
29945.50786092493         2813.362944804544         -4762.683649999541        4250.909815123572         -3.42343722071176         3.251225658130884         5.899429466032251         609.9999998928979         6971.037529331494         0.001040982019320209      97.80428067092807         174.1842537131471         306.6167926951669          223.7701926555787         0.0002710030563367707                       
29945.50797666567         2778.96429377848          -4729.892797711612        4309.653048493561         -3.456225508041688        3.306880291374071         5.849102493083796         620.000000030268          6970.842162191006         0.001059892420356611      97.80439437896638         175.3195315208631         306.6168832233795          223.2555007082094         0.0002679541877129084                       
29945.50809240641         2744.239790496332         -4696.547345131175        4367.889580700199         -3.488607041215202        3.362144638486676         5.798090237211081         629.9999998533167         6970.645981602751         0.001078763253211447      97.80450850520685         176.4477957382862         306.6169761259964          222.747823717478          0.0002648997869051094                       
29945.50820814715         2709.193521339449         -4662.651227383461        4425.612589158787         -3.520578060444025        3.41701225474524          5.746398760200794         639.9999999906868         6970.449078844457         0.001097587406010815      97.80462299870491         177.5691534712118         306.6170714116994          222.2470546243088         0.0002618424479517746                       
29945.50832388789         2673.829610041671         -4628.208443798295        4482.815312287409         -3.552134855050187        3.471476744031207         5.694034200684161         650.0000001280569         6970.251543796137         0.001116357863502602      97.80473780804844         178.6837170341543         306.6171690878079          221.7530811615834         0.0002587845796028478                       
29945.50843962863         2638.152217197287         -4593.223057421812        4539.491050271397         -3.583273763653234        3.525531759272887         5.641002773358838         659.9999999511056         6970.053464564963         0.001135067736770324      97.80485288134967         179.7916056135455         306.617269160224           221.2657841908577         0.0002557286964873911                       
29945.50855536938         2602.165539767115         -4557.699194523878        4595.633165820557         -3.613991174360766        3.579171002865286         5.587310768319265         670.0000000884756         6969.854927240633         0.001153710275374423      97.804968166245           180.8929464735797         306.6173716333838          220.7850364964201         0.0002526781867371935                       
29945.50867111011         2565.873810582555         -4521.641044101286        4651.235084920232         -3.644283524989635        3.632388227102981         5.532964550493218         679.9999999115244         6969.656015823868         0.001172278859272024      97.80508360990963         181.9878754848109         306.6174765102169          220.3107022565974         0.0002496371266983138                       
29945.50878685086         2529.28129784717          -4485.052857376411        4706.290297577204         -3.674147303342091        3.685177234660655         5.477970559166327         690.0000000488944         6969.456812350529         0.001190766970268305      97.80519915909379         183.0765368418133         306.6175837921247          219.842637325992          0.0002466067604503931                       
29945.50890259159         2492.392304635154         -4447.938947290698        4760.792358561132         -3.703579047554237        3.737531879150064         5.422335307562076         699.9999998719431         6969.257397208926         0.001209168145375015      97.80531476018599         184.1590819426653         306.617693478985           219.3806903559214         0.0002435900526087469                       
29945.50901833234         2455.211168385918         -4410.303687992113        4814.734888141914         -3.732575346525209        3.789446065772965         5.366065382434841         710.0000000093132         6969.057849624337         0.001227475916749587      97.80543035930683         185.2356675012232         306.6178055691884          218.9247046820771         0.0002405910795194339                       
29945.50913407308         2417.742260393983         -4372.151514315547        4868.111572822834         -3.761132840424225        3.840913752076314         5.309167443628716         720.0000001466833         6968.858248261507         0.001245683744849648      97.8055459024332          186.3064530644321         306.6179200597112          218.4745208071849         0.0002376110587923156                       
29945.50924981382         2379.989985293466         -4333.48692125519         4920.916166068941         -3.789248221262143        3.891928948802435         5.251648223556952         729.999999969732          6968.658671880828         0.001263784952418324      97.80566133555038         187.3715981743277         306.6180369462271          218.0299792389997         0.0002346535373778588                       
29945.50936555456         2341.958780536623         -4294.314463428002        4973.142489029663         -3.816918233504752        3.942485720813422         5.193514526564644         740.0000001071021         6968.459199975066         0.001281772667100818      97.80577660482497         188.4312594594933         306.618156223253           217.5909233988826         0.0002317207122677704                       
29945.5094812953          2303.653115866168         -4254.638754527705        5024.784431254357         -3.844139674698541        3.992578188058171         5.134773228150499         749.9999999301508         6968.259913314443         0.001299639779657853      97.80589165679022         189.4855879492974         306.6182778843257          217.1572023076236         0.0002288154421982474                       
29945.50959703604         2265.077492781398         -4214.464466769036        5075.835951399335         -3.870909396077238        4.042200526543907         5.075431274040767         760.0000000675209         6968.060894338938         0.001317378922851163      97.80600643853306         190.5347268744314         306.6184019221986          216.7286727849891         0.0002259393947654046                       
29945.50971277678         2226.236443998496         -4173.796330322447        5126.291077924931         -3.897224303118762        4.091346969272219         5.015495679125774         769.9999998905696         6967.862227354004         0.001334982473764536      97.80612089787181         191.578810162029          306.6185283290509          216.3052009547023         0.0002230955610543371                       
29945.50982851752         2187.13453290559          -4132.639132739763        5176.143909781351         -3.923081356028126        4.140011807103439         4.954973526286936         780.0000000279397         6967.66399851099          0.001352442579305729      97.8062349835149          192.6179617491198         306.6186570966944          215.8866629310929         0.000220286455694107                        
29945.50994425826         2147.776353013449         -4090.997718371676        5225.388617082413         -3.948477570130506        4.18818938952169          4.893871965154939         789.9999998509884         6967.466295579525         0.001369751201854665      97.80634864519239         193.6522957456414         306.6187882167713          215.4729446561834         0.0002175121183893837                       
29945.510059999           2108.166527402706         -4048.876987778159        5274.019441766725         -3.973410016169975        4.23587412528538          4.832198210847841         799.9999999883585         6967.26920754582          0.001386900179384262      97.80646183375517         194.6819173793731         306.6189216809313          215.063940954838          0.0002147766122513362                       
29945.51017573975         2068.309708168544         -4006.281897132953        5322.030698246353         -3.997875820520914        4.283060482962312         4.769959542738643         810.0000001257285         6967.072824091702         0.001403881292635501      97.80657450124035         195.7069245708589         306.6190574809844          214.6595539598991         0.0002120803740313277                       
29945.51029148048         2028.210575863638         -3963.217457623235        5369.416774043497         -4.021872165329651        4.329742991363052         4.707163303296807         819.9999999487773         6966.877235024384         0.001420686330914923      97.80668660090372         196.7274099202271         306.6191956090259          214.2596911254037         0.0002094255874861755                       
29945.51040722123         1987.873838939922         -3919.688734845344        5416.172130416101         -4.045396288612217        4.375916239899074         4.643816897035927         830.0000000861473         6966.682529732079         0.001437307148341774      97.80679808722392         197.7434628476374         306.6193360575346          213.864263086143          0.0002068134040512923                       
29945.51052296197         1947.304233189476         -3875.700848197171        5462.291302973543         -4.068445484338393        4.421574878900973         4.579927789583954         839.999999909196          6966.488796736238         0.001453735703572257      97.80690891588434         198.7551716240285         306.6194788194488          213.4731816269001         0.0002042453722087847                       
29945.51063870271         1906.506521184505         -3831.25897026739         5507.76890228363          -4.091017102532457        4.466713619936209         4.515503506873845         850.0000000465661         6966.296123397468         0.001469964078218854      97.80701904373936         199.7626250524526         306.6196238882249          213.0863580010835         0.0002017228022127429                       
29945.51075444345         1865.485491716124         -3786.36832622136         5552.599614472038         -4.113108549417031        4.511327236164572         4.450551634434498         859.9999998696148         6966.104595811297         0.00148598447195597       97.80712842877165         200.7659136112266         306.6197712578857          212.7037017875344         0.000199246369042547                        
29945.51087018419         1824.245959231405         -3741.034193183147        5596.778201815008         -4.134717287618479        4.555410562762733         4.385079816746286         870.0000000069849         6965.914298903438         0.001501789175495907      97.80723703004512         201.7651299437416         306.6199209230634          212.3251204006763         0.0001968170785498217                       
29945.51098592493         1782.792763268017         -3695.261899612861        5640.299503325746         -4.155840836441827        4.598958497438434         4.319095756615799         880.000000144355          6965.725316707794         0.001517370525480656      97.80734480765561         202.7603686625599         306.6200728790392          211.9505192863862         0.0001944350763183548                       
29945.51110166567         1741.130767885793         -3649.056824678381        5683.158435334444         -4.176476772211495        4.641966001040998         4.252607214519871         889.9999999674037         6965.537732784748         0.001532720847943766      97.80745172267922         203.751725519769          306.6202271217785          211.5798027516224         0.0001921012887904323                       
29945.51121740641         1699.264861094607         -3602.424397620498        5725.349992061404         -4.196622728662865        4.684428098260239         4.185622007872546         900.0000001047738         6965.351630718405         0.001547832398552825      97.8075577371138          204.7392960713324         306.6203836479568          211.2128753000775         0.0001898168541665773                       
29945.51133314715         1657.199954278187         -3555.370097110735        5766.86924618228          -4.21627639736044         4.72633987839238          4.118148010178218         909.9999999278225         6965.167094620135         0.00156269730843924       97.80766281380794         205.7231740199995         306.620542454964           210.8496432892897         0.000187580885709173                        
29945.51144888789         1614.940981613732         -3507.899450601287        5807.711349384185         -4.235435528112179        4.767696496140871         4.050193150048883         920.0000000651926         6964.984209563429         0.001577307543937238      97.80776691636925         206.7034494568975         306.6207035408729          210.490016689089          0.0001853945745583014                       
29945.51156462863         1572.492899487545         -3460.018033666942        5847.871532911271         -4.254097929348176        4.808493172414424         3.981765410081735         929.9999998882413         6964.803061884322         0.001591654886783956      97.8078700090439          207.680207223974          306.6208669043542          210.1339107192035         0.0001832571795601338                       
29945.51168036937         1529.860685907178         -3411.731469339198        5887.345108098433         -4.272261468433782        4.848725195083196         3.912872825612031         940.0000000256114         6964.623739296951         0.001605730938969408      97.80797205655975         208.6535256040846         306.6210325445177          209.7812471592194         0.0001811687271844497                       
29945.51179611011         1487.049339910875         -3363.04542743317         5926.127466892056         -4.289924071894408        4.888387919659021         3.843523483372765         949.9999998486601         6964.44633079804          0.001619527153288432      97.80807302392911         209.6234754962634         306.6212004606641          209.4319551733493         0.0001791288865590041                       
29945.51191185086         1444.063880975269         -3313.965623868186        5964.21408235706          -4.307083725538615        4.927476769874312         3.773725520105477         959.9999999860302         6964.270926359814         0.001633034887508808      97.80817287620999         210.5901201751118         306.621370651931           209.0859715510603         0.0001771373268115521                       
29945.5120275916          1400.909348422368         -3264.497819983165        6001.60050917003          -4.323738474477954        4.965987238146886         3.703487121173235         970.0000001234002         6964.097616437959         0.001646245477060701      97.80827157822992         211.553515660351          306.6215431168292          208.7432403375076         0.0001751939420629751                       
29945.51214333234         1357.590800826821         -3214.647821847909        6038.282384098696         -4.339886423053641        5.003914885931513         3.632816519226587         979.999999946449          6963.926491343183         0.001659150318954086      97.80836909428149         212.5137116531416         306.6217178526664          208.4037118971648         0.0001732981499781219                       
29945.51225907308         1314.113315424301         -3164.421479571399        6074.255426468525         -4.355525734691081        5.041255343972694         3.561721992966527         990.000000083819          6963.757640542173         0.001671740958180006      97.80846538780426         213.4707529301256         306.6218948548737          208.0673415196913         0.0001714483226655472                       
29945.51237481382         1270.48198752158          -3113.824686607955        6109.515438617573         -4.370654631710978        5.078004312484172         3.490211866036297         999.9999999068677         6963.591151961299         0.00168400916758252       97.80856042107091         214.4246810404454         306.6220741162545          207.7340877227847         0.0001696450292255122                       
29945.51249055456         1226.701929908585         -3062.863379061824        6144.058306340959         -4.385271395130265        5.11415756128809          3.418294506056884         1010.000000044238         6963.427111364942         0.001695947013094029      97.8086541548994          215.3755361216008         306.6222556261885          207.4039104361628         0.0001678865226525632                       
29945.5126062953          1182.778272272341         -3011.543534990436        6177.879999326413         -4.399374364486187        5.149710929949288         3.345978323803281         1019.999999867287         6963.26560186988          0.001707546898041212      97.80874654841406         216.3233586465024         306.6224393698317          207.0767692543269         0.0001661724456046757                       
29945.51272203604         1138.71616061244          -2959.871173706204        6210.976571582215         -4.412961937713125        5.1846603279381           3.273271772501192         1030.000000004657         6963.106703639663         0.001718801582797817      97.80883755887675         217.2681909301013         306.6226253273605          206.7526219297399         0.0001645010378415062                       
29945.51283777678         1094.520756657384         -2907.852355076427        6243.344161858554         -4.42603257109433         5.21900173484803          3.200183347209568         1040.000000142027         6962.95049377954          0.001729704179115126      97.80892714160733         218.2100782615573         306.6228134733067          206.4314232404711         0.0001628719684908096                       
