CREME.TDBModJulian        CREME.EarthMJ2000Eq.X     CREME.EarthMJ2000Eq.Y     CREME.EarthMJ2000Eq.Z     CREME.EarthMJ2000Eq.VX    CREME.EarthMJ2000Eq.VY    CREME.EarthMJ2000Eq.VZ    CREME.ElapsedSecs         
29945.50531462863         3480.3610531902           -5337.246852398164        2845.227710130885         -2.605485272750741        1.939023502287964         6.824436651388788         390.0000000139698         
29945.50543036938         3454.102578932582         -5317.543955060488        2913.303863472254         -2.646158240906279        2.00151744417097          6.790660921391307         400.0000001513399         
29945.50554611011         3427.438923063242         -5297.217286140794        2981.038273299104         -2.686520802925578        2.063776599157365         6.756088616626523         409.9999999743886         
29945.50566185086         3400.373213347659         -5276.269230047737        3048.422994063513         -2.726568224100459        2.125793663971238         6.72072379257928          420.0000001117587         
29945.5057775916          3372.908624714019         -5254.702244081454        3115.450121237641         -2.766295806690154        2.187561363734923         6.684570597700455         429.9999999348074         
29945.50589333234         3345.048378880777         -5232.518858145306        3182.111792240963         -2.805698890472382        2.249072452822379         6.647633272920331         440.0000000721775         
29945.50600907308         3316.795743978743         -5209.721674449116        3248.400187362586         -2.844772853290009        2.31031971570913          6.609916151151112         449.9999998952262         
29945.50612481382         3288.154034167709         -5186.313367203913        3314.307530678534         -2.883513111593245        2.371295967818678         6.571423656778655         460.0000000325963         
29945.50624055456         3259.126609247685         -5162.296682308244        3379.826090963901         -2.921915120977321        2.431994056365288         6.532160305143464         469.999999855645          
29945.5063562953          3229.716874264783         -5137.674437026058        3444.948182599757         -2.959974376715562        2.492406861193041         6.492130702011035         479.9999999930151         
29945.50647203604         3199.928279111787         -5112.449519656227        3509.666166474704         -2.997686414287815        2.552527295611056         6.451339543031567         490.0000001303852         
29945.50658777678         3169.764318123464         -5086.624889193751        3573.97245088098          -3.035046809904157        2.612348307224797         6.409791613189144         499.9999999534339         
29945.50670351752         3139.228529666667         -5060.203574982641        3637.859492404999         -3.07205118102382         2.671862878763342         6.36749178624044          510.000000090804          
29945.50681925826         3108.324495725265         -5033.188676360566        3701.319796812224         -3.108695186869292        2.73106402890255          6.324445024143            519.9999999138527         
29945.506934999           3077.055841479964         -5005.583362295292        3764.34591992628          -3.1449745289355          2.789944813083992         6.280656376473191         530.0000000512227         
29945.50705073974         3045.426234883056         -4977.390871012939        3826.930468502186         -3.18088495149405         2.848498324329582         6.236130979833844         539.9999998742715         
29945.50716648049         3013.439386228148         -4948.614509618133        3889.066101093612         -3.216422242092439        2.906717694051799         6.190874057251731         550.0000000116415         
29945.50728222123         2981.099047714933         -4919.257653706062        3950.745528914071         -3.251582232048199        2.964596092859397         6.14489091756487          560.0000001490116         
29945.50739796197         2948.409013009042         -4889.323746966505        4011.96151669192          -3.286360796937896        3.02212673135853          6.098186954799771         569.9999999720603         
29945.50751370271         2915.373116797023         -4858.816300779873        4072.706883519089         -3.320753857080948        3.079302860949169         6.050767647538701         580.0000001094304         
29945.50762944345         2881.99523433652          -4827.738893805307        4132.974503693439         -3.354757378018186        3.136117774616753         6.002638558277022         589.9999999324791         
29945.50774518419         2848.279281001689         -4796.095171560884        4192.757307554634         -3.388367370985121        3.192564807718943         5.953805332770676         600.0000000698492         
29945.50786092493         2814.229211823906         -4763.888845995988        4252.048282313448         -3.421579893379831        3.248637338767418         5.904273699373924         609.9999998928979         
29945.50797666567         2779.849021027821         -4731.123695055874        4310.840472874387         -3.45439104922546         3.304328790204606         5.854049468367382         620.000000030268          
29945.50809240641         2745.142741562825         -4697.803562238504        4369.126982651562         -3.486796989627226        3.359632629175258         5.803138531276447         629.9999998533167         
29945.50820814715         2710.114444629959         -4663.932356143684        4426.900974377689         -3.51879391322391         3.414542368292783         5.751546860180194         639.9999999906868         
29945.50832388789         2674.76823920435          -4629.514050014569        4484.155670906126         -3.550378066633782        3.469051566400246         5.699280507010832         650.0000001280569         
29945.50843962863         2639.108271553208         -4594.552681271587        4540.884356005863         -3.581545744894883        3.523153829325945         5.646345602843775         659.9999999511056         
29945.50855536938         2603.13872474945          -4559.05235103883         4597.080375149371         -3.612293291899636        3.576842810633473         5.592748357178451         670.0000000884756         
29945.50867111011         2566.863818181007         -4523.017223662971        4652.737136293203         -3.64261710082372         3.630112212366191         5.538495057209893         679.9999999115244         
29945.50878685086         2530.287807055874         -4486.451526224769        4707.848110651268         -3.672513614549171        3.682955785785997         5.483592067091229         690.0000000488944         
29945.50890259159         2493.41498190295          -4449.359548043213        4762.406833460691         -3.701979326081648        3.735367332106335         5.428045827187131         699.9999998719431         
29945.50901833234         2456.249668068743         -4411.745640172376        4816.406904740162         -3.731010778961814        3.787340703219344         5.371862853318339         710.0000000093132         
29945.50913407308         2418.796225209989         -4373.614214891001        4869.841990040671         -3.759604567670798        3.838869802417049         5.315049735997321         720.0000001466833         
29945.50924981382         2381.059046782242         -4334.969745184933        4922.705821188577         -3.787757338029679        3.889948585106541         5.257613139655185         729.999999969732          
29945.50936555456         2343.042559524506         -4295.81676422241         4974.992197020892         -3.815465787592943        3.940571059519029         5.199559801859903         740.0000001071021         
29945.5094812953          2304.751222939953         -4256.159864822309        5026.694984112696         -3.842726666035875        3.990731287412704         5.140896532525968         749.9999999301508         
29945.50959703604         2266.189528772808         -4216.003698915383        5077.808117496628         -3.869536775535838        4.040423384769323         5.081630213115561         760.0000000675209         
29945.50971277678         2227.362000481448         -4175.352976998573        5128.325601374324         -3.89589297114739         4.089641522484424         5.021767795831329         769.9999998905696         
29945.50982851752         2188.273192707776         -4134.212467582442        5178.241509819756         -3.921792161171204        4.138379927051112         4.961316302800854         780.0000000279397         
29945.50994425826         2148.927690742948         -4092.586996631811        5227.549987474365         -3.947231307516733        4.186632881237315         4.900282825252932         789.9999998509884         
29945.510059999           2109.330109989489         -4050.481446999653        5276.245250233926         -3.972207426058595        4.234394724756442         4.838674522685736         799.9999999883585         
29945.51017573975         2069.485095419896         -4007.900757854305        5324.321585927043         -3.996717586986624        4.281659854931356         4.776498622026981         810.0000001257285         
29945.51029148048         2029.397321031752         -3964.849924100088        5371.773354985221         -4.020758915149549        4.328422727351596         4.713762416786168         819.9999999487773         
29945.51040722123         1989.071489299453         -3921.333995791384        5418.594991104405         -4.044328590392262        4.374677856523763         4.650473266199027         830.0000000861473         
29945.51052296197         1948.512330622585         -3877.358077540238        5464.781001897933         -4.067423847886635        4.42041981651499          4.586638594364244         839.999999909196          
29945.51063870271         1907.724602771023         -3832.927327917565        5510.325969540819         -4.090041978455848        4.465643241589424         4.522265889372582         850.0000000465661         
29945.51075444345         1866.713090326831         -3788.046958848031        5555.224551405294         -4.112180328892188        4.510342826837664         4.457362702428496         859.9999998696148         
29945.51087018419         1825.482604123001         -3742.722234998665        5599.471480687505         -4.133836302268278        4.554513328799036         4.391936646964342         870.0000000069849         
29945.51098592493         1784.037980679128         -3696.958473161295        5643.061567025355         -4.155007358241711        4.598149566076682         4.325995397747291         880.000000144355          
29945.51110166567         1742.384081634061         -3650.76104162886         5685.989697107331         -4.175691013353045        4.64124641994536          4.259546689979038         889.9999999674037         
29945.51121740641         1700.525793175609         -3604.135359565692        5728.250835272345         -4.195884841317124        4.683798834951894         4.192598318388436         900.0000001047738         
29945.51133314715         1658.468025467378         -3557.086896371818        5769.840024100419         -4.215586473307688        4.725801819508195         4.125158136317134         909.9999999278225         
29945.51144888789         1616.215712072778         -3509.62117104138         5810.752384994223         -4.234793598235254        4.767250446476806         4.057234054798353         920.0000000651926         
29945.51156462863         1573.773809376297         -3461.743751515226        5850.983118751346         -4.253503963018205        4.808139853748876         3.988834041628879         929.9999998882413         
29945.51168036937         1531.147296002097         -3413.460254027776        5890.527506127282         -4.271715372847104        4.848465244814495         3.919966120434407         940.0000000256114         
29945.51179611011         1488.341172229999         -3364.776342448199        5929.380908389002         -4.289425691442139        4.888221889325361         3.85063836972834          949.9999998486601         
29945.51191185086         1445.360459408925         -3315.69772761603         5967.538767859101         -4.306632841303728        4.927405123649667         3.780858921964136         959.9999999860302         
29945.5120275916          1402.210199367874         -3266.230166671256        6004.996608450442         -4.323334803956215        4.966010351419158         3.710635962581338         970.0000001234002         
29945.51214333234         1358.895453824492         -3216.379462378975        6041.750036191211         -4.339529620184648        5.004033044068318         3.639977729045389         979.999999946449          
29945.51225907308         1315.421303791311         -3166.151462448714        6077.794739740356         -4.355215390264603        5.04146874136558          3.568892509881339         990.000000083819          
29945.51237481382         1271.792848979724         -3115.55205884846         6113.126490893327         -4.37039027418503         5.078313051936539         3.49738864370156          999.9999999068677         
29945.51249055456         1228.015207201764         -3064.58718711351         6147.741145078058         -4.385052491864095        5.114561653779075         3.425474518227596         1010.000000044238         
29945.5126062953          1184.093513769764         -3013.262825650203        6181.634641841149         -4.399200323357994        5.150210294770345         3.353158569306245         1019.999999867287         
29945.51272203604         1140.032920893961         -2961.584995034631        6214.803005324171         -4.412832109062706        5.185254793165576         3.280449279919992         1030.000000004657         
29945.51283777678         1095.838597078119         -2909.559757306394        6247.242344730059         -4.425946249908672        5.219691038088605         3.207355179191925         1040.000000142027         
29945.51295351752         1051.515726513242         -2857.193215257498        6278.94885477951          -4.43854120754838         5.253514990014098         3.133884841385225         1049.999999965075         
29945.51306925826         1007.069508469443         -2804.491511716472        6309.918816157368         -4.450615504536811        5.286722681241407         3.060046884897371         1060.000000102445         
29945.513184999           962.5051566860465         -2751.460828827783        6340.148595948911         -4.462167724504758        5.319310216360003         2.98584997124916          1069.999999925494         
29945.51330073975         917.8278987599965         -2698.107387326647        6369.634648066011         -4.473196512324968        5.351273772706417         2.911302804068677         1080.000000062864         
29945.51341648048         873.0429755326337         -2644.437445809305        6398.373513663107         -4.483700574271102        5.382609600812663         2.836414128070317         1089.999999885913         
29945.51353222123         828.1556404749225         -2590.457299998867        6426.361821542936         -4.493678678169506        5.413314024846066         2.761192728028993         1100.000000023283         
29945.51364796197         783.1711590711951         -2536.173282006791        6453.596288552003         -4.503129653543736        5.44338344304045          2.685647427749643         1109.999999846332         
29945.51376370271         738.0948082014869         -2481.591759590102        6480.073719965696         -4.512052391751872        5.472814328118644         2.609787089032159         1119.999999983702         
29945.51387944345         692.9318755225349         -2426.719135404422        6505.791009863047         -4.520445846116564        5.501603227706247         2.533620610631856         1130.000000121072         
29945.51399518419         647.6876588475125         -2371.561846252913        6530.745141491075         -4.528309032047806        5.529746764736611         2.457156927215611         1139.999999944121         
29945.51411092493         602.3674655245715         -2316.126362331211        6554.933187618652         -4.535641027158441        5.557241637846978         2.380405008313788         1150.000000081491         
29945.51422666567         556.9766118142679         -2260.419186468443        6578.352310879897         -4.542440971372356        5.584084621765752         2.303373857268071         1159.999999904539         
29945.51434240641         511.5204222659397         -2204.446853364413        6600.999764107001         -4.548708067025374        5.610272567690836         2.226072510175328         1170.00000004191          
29945.51445814715         466.0042290931142         -2148.21592882306         6622.872890652484         -4.554441578958826        5.635802403658998         2.148510034827646         1179.999999864958         
29945.5145738879          420.4333715480155         -2091.733008982254        6643.96912470083          -4.559640834605792        5.660671134906228         2.070695529648629         1190.000000002328         
29945.51468962864         374.8131952952462         -2035.004719540039        6664.285991569478         -4.564305224069982        5.68487584421904          1.99263812262612          1200.000000139698         
29945.51480536938         329.1490517847177         -1978.037714977415        6683.821107999099         -4.568434200197295        5.708413692276673         1.914346970241444         1209.999999962747         
29945.51492111012         283.4462976239009         -1920.838677777734        6702.572182433173         -4.572027278639998        5.731281917984149         1.835831256395313         1220.000000100117         
29945.51503685086         237.7102939494724         -1863.414317642814        6720.537015286802         -4.575084037913537        5.753477838796177         1.757100191330511         1229.999999923166         
29945.5151525916          191.9464057984293         -1805.771370705862        6737.713499204717         -4.577604119445986        5.774998851031811         1.678163010551498         1240.000000060536         
29945.51526833234         146.1600014787465         -1747.9165987413          6754.099619308495         -4.579587227620111        5.795842430179887         1.599028973741036         1249.999999883585         
29945.51538407308         100.3564519396501         -1689.856788371569        6769.693453432904         -4.581033129808037        5.816006131195151         1.519707363673995         1260.000000020955         
29945.51549981382         54.54113014158168         -1631.59875027104         6784.493172351389         -4.581941656398542        5.835487588785082         1.440207485128438         1269.999999844003         
29945.51561555456         8.719410425925442         -1573.149318367082        6798.497039990642         -4.582312700816961        5.85428451768734          1.360538663794129         1279.999999981374         
29945.51573129531         -37.10333211542544        -1514.515349038417        6811.703413634254         -4.582146219537677        5.87239471293785          1.280710245178589         1290.000000118744         
29945.51584703604         -82.92172227059137        -1455.703720310834        6824.110744115415         -4.58144223208923         5.889816050129445         1.200731593510828         1299.999999941792         
29945.51596277679         -128.7303853382423        -1396.721331050368        6835.717575998634         -4.580200821052032        5.906546485661075         1.120612090642878         1310.000000079162         
29945.51607851752         -174.5239477580748        -1337.575100154028        6846.522547750474         -4.57842213204867         5.922584056977528         1.040361134949257         1319.999999902211         
29945.51619425827         -220.2970377411536        -1278.271965738188        6856.524391899258         -4.576106373726833        5.937926882799647         0.9599881402245055        1330.000000039581         
29945.51630999901         -266.0442859000471        -1218.818884324705        6865.72193518376          -4.573253817734834        5.952573163345011         0.8795025345788984        1339.99999986263          
29945.51642573975         -311.7603258786804        -1159.222830024894        6874.114098690823         -4.569864798689743        5.966521180539064         0.7989137593324906        1350                      
29945.51654148049         -357.4397949818326        -1099.490793721435        6881.699897981927         -4.565939714138136        5.979769298216644         0.7182312679076071        1360.00000013737          
29945.51665722123         -403.0773348042047        -1039.629782248305        6888.478443208667         -4.561479024509463        5.992315962313921         0.6374645247199131        1369.999999960419         
29945.51677296197         -448.6675918589847        -979.6468175688539        6894.448939217136         -4.556483253062034        6.004159701050688         0.5566230040681986        1380.000000097789         
29945.51688870271         -494.2052182058351        -919.5489359520872        6899.6106856412           -4.550952985821645        6.015299125103017         0.4757161890229979        1389.999999920838         
29945.51700444345         -539.6848720782307        -859.3431871472882        6903.963076984654         -4.544888871512828        6.025732927766222         0.3947535703141863        1400.000000058208         
29945.51712018419         -585.1012185100715        -799.0366335570473        6907.505602692251         -4.538291621482756        6.035459885108152         0.3137446452176729        1409.999999881256         
29945.51723592493         -630.4489299614971        -738.6363494088112        6910.237847209592         -4.531162009617798        6.044478856112763         0.2326989164413285        1420.000000018626         
29945.51735166568         -675.7226869438322        -678.1494199250454        6912.159490031872         -4.523500872252747        6.052788782813954         0.1516258910102764        1430.000000155997         
29945.51746740641         -720.9171786435853        -617.5829404921052        6913.270305741474         -4.515309108072695        6.060388690419681         0.07053507915167531       1439.999999979045         
29945.51758314716         -766.0271035454318        -556.9440158279153        6913.570164034418         -4.506587678007635        6.067277687426302         -0.01056400682087257      1450.000000116415         
29945.5176988879          -811.0471700541045        -496.2397591485555        6913.059029735639         -4.497337605119726        6.073454965723157         -0.09166185362315818      1459.999999939464         
29945.51781462864         -855.9720971151215        -435.4772913338477        6911.736962803124         -4.48755997448329         6.078919800687361         -0.1727489481163164       1470.000000076834         
29945.51793036938         -900.7966148342779        -374.6637400920457        6909.604118320865         -4.477255933057523        6.083671551268803         -0.2538157784227597       1479.999999899883         
29945.51804611012         -945.515465095827         -313.8062391237234        6906.66074648068          -4.466426689551962        6.08770966006535          -0.3348528350419636       1490.000000037253         
29945.51816185086         -990.1234021792822        -252.9119272849591        6902.907192552856         -4.455073514284681        6.09103365338823          -0.4158506119659736       1499.999999860302         
29945.5182775916          -1034.615193374762        -191.9879477499172        6898.343896845649         -4.443197739033297        6.093643141317599         -0.4967996077945018       1509.999999997672         
29945.51839333234         -1078.98561959681         -131.0414471729203        6892.971394653637         -4.430800756878729        6.095537817748276         -0.5776903268494841       1520.000000135042         
29945.51850907308         -1123.22947599662         -70.07957485011619        6886.790316194928         -4.417884022041798        6.096717460425662         -0.6585132802889653       1529.99999995809          
29945.51862481382         -1167.341572572583        -9.109481880833338        6879.801386537228         -4.40444904971263         6.0971819309718           -0.7392589872201838       1540.000000095461         
29945.51874055456         -1211.316734779103        51.86167967127582         6872.005425512787         -4.390497415872924        6.096931174901611         -0.8199179758117207       1549.999999918509         
29945.5188562953          -1255.149804133588        112.8267576172027         6863.40334762224          -4.376030757111079        6.095965221629291         -0.9004807844045882       1560.000000055879         
29945.51897203604         -1298.83563882157         173.7786004815669         6853.996161927324         -4.361050770430216        6.094284184464852         -0.9809379626221267       1569.999999878928         
29945.51908777679         -1342.369114299857        234.710058341516          6843.784971932502         -4.345559213049119        6.091888260600841         -1.061280072478573        1580.000000016298         
29945.51920351753         -1385.745123897667        295.6139836654435         6832.770975455538         -4.329557902196091        6.088777731089198         -1.141497689486181        1590.000000153668         
29945.51931925827         -1428.958579415667        356.4832321514259         6820.955464486969         -4.313048714895796        6.084952960808295         -1.221581403760753        1599.999999976717         
29945.51943499901         -1472.004411722834        417.3106635652812         6808.339825038557         -4.296033587749078        6.080414398420132         -1.301521821125464        1610.000000114087         
29945.51955073975         -1514.877571351092        478.0891425781505         6794.925536980708         -4.278514516705778        6.075162576317706         -1.381309564212843        1619.999999937136         
29945.51966648049         -1557.573029087634        538.8115396035039         6780.714173868865         -4.260493556830609        6.069198110562565         -1.46093527356477         1630.000000074506         
29945.51978222123         -1600.085776564878        599.4707316334722         6765.707402758936         -4.241972822062092        6.062521700812529         -1.540389608730394        1639.999999897555         
29945.51989796197         -1642.41082684796         660.0596030744083         6749.906984011727         -4.222954484964566        6.055134130239631         -1.619663249361804        1650.000000034925         
29945.52001370271         -1684.543215019733        720.5710465815778         6733.314771086461         -4.203440776473353        6.047036265438242         -1.698746896307347        1659.999999857973         
29945.52012944345         -1726.47799876317         780.997963892882          6715.932710323345         -4.183433985633051        6.038229056323415         -1.777631272702463        1669.999999995343         
29945.52024518419         -1768.210258941118        841.3332666615162         6697.762840715262         -4.16293645932902         6.028713536019453         -1.856307125057899        1680.000000132713         
29945.52036092493         -1809.735100173341        901.5698772874638         6678.807293668584         -4.141950602012086        6.018490820738732         -1.934765224345189        1689.999999955762         
29945.52047666568         -1851.047651410764        961.7007297477309         6659.068292753159         -4.120478875416483        6.007562109650746         -2.012996367079254        1700.000000093132         
29945.52059240641         -1892.143066506871        1021.718770425222         6638.54815344146          -4.098523798271083        5.995928684741456         -2.090991376398021        1709.999999916181         
29945.52070814716         -1933.01652478618         1081.616958936162         6617.249282836988         -4.076087946003939        5.983591910662896         -2.168741103138901        1720.000000053551         
29945.52082388789         -1973.663231609729        1141.38826895596          6595.174179391892         -4.053173950440175        5.970553234573102         -2.246236426912033        1729.9999998766           
29945.52093962864         -2014.078418937509        1201.025689043438         6572.325432613899         -4.02978449949326         5.956814185966349         -2.323468257170144        1740.00000001397          
29945.52105536938         -2054.257345887777        1260.522223463293         6548.705722762554         -4.005922336849711        5.942376376493733         -2.40042753427491         1750.00000015134          
29945.52117111012         -2094.195299293181        1319.870893006736         6524.317820534806         -3.981590261647235        5.927241499774122         -2.477105230559694        1759.999999974389         
29945.52128685086         -2133.887594253638        1379.064735810182         6499.16458674             -3.956791128146387        5.911411331195489         -2.553492351388532        1770.000000111759         
29945.5214025916          -2173.329574685893        1438.096808171907         6473.248971964293         -3.931527845395748        5.894887727706645         -2.629579936211243        1779.999999934807         
29945.52151833234         -2212.516613869694        1496.960185366574         6446.574016224527         -3.905803376890683        5.877672627599413         -2.70535905961454         1790.000000072177         
29945.52163407308         -2251.444114990535        1555.647962457538         6419.142848611634         -3.879620740225708        5.85976805028126          -2.780820832369025        1799.999999895226         
29945.52174981382         -2290.107511678876        1614.153255106823         6390.958686923571         -3.852983006740517        5.84117609603841          -2.855956402471933        1810.000000032596         
29945.52186555456         -2328.502268545802        1672.469200382687         6362.024837287861         -3.825893301159693        5.821898945789475         -2.93075695618551         1819.999999855645         
29945.5219812953          -2366.623881715044        1730.588957564674         6332.344693773771         -3.798354801226171        5.801938860829616         -3.005213719070909        1829.999999993015         
29945.52209703605         -2404.467879351304        1788.50570894606          6301.921737994168         -3.770370737328471        5.78129818256529          -3.079317957017467        1840.000000130385         
29945.52221277678         -2442.029822184818        1846.212660633602         6270.75953869712          -3.741944392121762        5.75997933223959          -3.153060977267253        1849.999999953434         
29945.52232851753         -2479.305304032109        1903.703043344492         6238.861751347253         -3.713079100142787        5.737984810648225         -3.226434129434775        1860.000000090804         
29945.52244425827         -2516.289952312846        1960.970113200423         6206.232117696959         -3.683778247418715        5.715317197846161         -3.299428806521703        1869.999999913853         
29945.52255999901         -2552.979428562769        2018.007152518679         6172.87446534747          -3.654045271069935        5.691979152844975         -3.372036445926513        1880.000000051223         
29945.52267573975         -2589.36942894261         2074.807470600144         6138.792707299858         -3.623883658906874        5.667973413300934         -3.444248530448911        1889.999999874271         
29945.52279148049         -2625.455684742955        2131.364404514155         6103.990841496033         -3.593296949020861        5.643302795193867         -3.516056589288949        1900.000000011642         
29945.52290722123         -2661.23396288498         2187.671319880094         6068.472950349751         -3.562288729369091        5.617970192496827         -3.587452199040678        1910.000000149012         
29945.52302296197         -2696.700066417011        2243.721611645625         6032.243200267744         -3.530862637353739        5.591978576836619         -3.65842698468026         1919.99999997206          
29945.52313870271         -2731.849835006847        2299.508704861505         5995.305841160976         -3.499022359395283        5.565330997145222         -3.72897262054839         1930.00000010943          
29945.52325444345         -2766.679145429779        2355.026055452848         5957.665205946109         -3.466771630500066        5.538030579302124         -3.799080831326936        1939.999999932479         
29945.52337018419         -2801.183912052272        2410.267150986776         5919.325710037232         -3.434114233822167        5.510080525767648         -3.86874339300967         1950.000000069849         
29945.52348592493         -2835.360087311222        2465.225511436356         5880.291850827915         -3.401054000219613        5.481484115207295         -3.937952133866979        1959.999999892898         
29945.52360166567         -2869.203662188756        2519.89468994074          5840.568207163647         -3.367594807805012        5.452244702107131         -4.006698935404453        1970.000000030268         
29945.52371740641         -2902.710666682507        2574.268273561405         5800.15943880471          -3.333740581490625        5.422365716380301         -4.074975733315208        1979.999999853317         
29945.52383314716         -2935.87717027131         2628.339884034425         5759.070285879575         -3.29949529252796         5.391850662964683         -4.142774518425879        1989.999999990687         
29945.5239488879          -2968.699282376277        2682.103178518664         5717.305568328862         -3.264862958041928        5.360703121411732         -4.210087337636126        2000.000000128057         
29945.52406462864         -3001.173152817169        2735.551850339823         5674.870185339939         -3.229847640559614        5.3289267454666           -4.276906294851564        2009.999999951106         
29945.52418036938         -3033.294972264051        2788.679629730241         5631.769114772225         -3.194453447533725        5.296525262639525         -4.34322355191002         2020.000000088476         
