JD_TBD,MET,segmentID,segmentType,configID,propaMode,forcesID,atmosModel,activeSC,x,y,z,vx,vy,vz,EarthOESMA,EarthOEeccentricity,EarthOERAAN,EarthOEargPeriapsis,EarthOEinclination,EarthOEtrueAnomaly,EarthOEmeanAnomaly
2459945.502652592,160.0,0,0,0,1,0,nrlmsise00,0,3966014.9914896186,-5613878.135844379,1203966.4461661004,-1595.7313606608643,454.0137159803671,7373.521147864144,6978139.907792717,1.3213733601180947e-08,306.61480219479836,180.09999986303902,97.8,189.9289194744965,189.92891973558136
2459945.5027683326,170.0,0,0,0,1,0,nrlmsise00,0,3949825.3742537703,-5609008.820998557,1277629.600748856,-1642.1604342350315,519.8397332013317,7358.965750064279,6978139.907792716,1.3213733655728413e-08,306.61480219479836,180.10000013178345,97.8,190.54947666452736,190.5494769417507
2459945.502884073,180.0,0,0,0,1,0,nrlmsise00,0,3933172.424916516,-5603481.54444618,1351142.8836913127,-1688.3968750828471,585.6047709123868,7343.547112817922,6978139.907792717,1.3213733873635429e-08,306.61480219479836,180.10000022450888,97.8,191.1700340306097,191.17003432393903
2459945.502999814,190.0,0,0,0,1,0,nrlmsise00,0,3916058.0969429165,-5597296.9545613425,1424497.6715580802,-1734.4352594641296,651.301114582106,7327.267044799659,6978139.907792714,1.3213733581487595e-08,306.61480219479836,180.09999985419267,97.8,191.7905918597681,191.79059216916903
2459945.503115555,200.0,0,0,0,1,0,nrlmsise00,0,3898484.3979197983,-5590455.7768239165,1497685.3595059442,-1780.2701868715985,716.9210577371757,7310.1274557337265,6978139.907792723,1.3213733392460869e-08,306.6148021947983,180.0999998352266,97.8,192.41114933761267,192.41114966304886
2459945.5032312954,210.0,0,0,0,1,0,nrlmsise00,0,3880453.3893202553,-5582958.8137344485,1570697.362293252,-1825.896280664378,782.4569028664009,7292.130356169997,6978139.907792716,1.3213733912715169e-08,306.6148021947983,180.10000003560165,97.8,193.03170659615427,193.0317069375876
2459945.5033470364,220.0,0,0,0,1,0,nrlmsise00,0,3861967.1862618304,-5574806.944720025,1643525.115287001,-1871.3081886986995,847.9009623236532,7273.277857248132,6978139.907792714,1.3213733923205056e-08,306.61480219479836,180.10000007331746,97.80000000000003,193.6522640173952,193.65226437478555
2459945.503462777,230.0,0,0,0,1,0,nrlmsise00,0,3843027.9572584,-5566001.126031109,1716160.0754675067,-1916.5005839557325,913.2455592296695,7253.572170449936,6978139.907792717,1.3213733783460383e-08,306.61480219479836,180.10000002276934,97.8,194.27282152694193,194.27282190024744
2459945.5035785176,240.0,0,0,0,1,0,nrlmsise00,0,3823637.9239658,-5556542.390629372,1788593.722430537,-1961.4681651664675,978.4830283725819,7233.015607339934,6978139.907792716,1.3213733799120126e-08,306.61480219479836,180.10000000275656,97.8,194.8933790059972,194.89337939517404
2459945.5036942586,250.0,0,0,0,1,0,nrlmsise00,0,3803799.360921215,-5546431.848066515,1860817.559386794,-2006.2056574335788,1043.6057171070809,7211.610579294226,6978139.907792716,1.3213734092676356e-08,306.6148021947983,180.10000017231997,97.8,195.5139362955219,195.5139367005244
2459945.503809999,260.0,0,0,0,1,0,nrlmsise00,0,3783514.595276364,-5535670.684354125,1932823.1141586257,-2050.707812850192,1108.6059862521056,7189.359597217615,6978139.907792717,1.3213733628222097e-08,306.6148021947983,180.09999978464265,97.80000000000003,196.13449414233477,196.13449456311548
2459945.50392574,270.0,0,0,0,1,0,nrlmsise00,0,3762786.0065245177,-5524260.161824536,2004601.9401738478,-2094.9694111154886,1173.4762109869528,7166.265271249066,6978139.907792716,1.321373365772875e-08,306.61480219479836,180.09999984575748,97.8,196.7550515404049,196.75505197691444
2459945.504041481,280.0,0,0,0,1,0,nrlmsise00,0,3741616.02622137,-5512201.618982767,2076145.6174565668,-2138.985260147068,1238.2087817457018,7142.330310455528,6978139.907792723,1.3213733428874127e-08,306.6148021947983,180.09999959118971,97.8,197.3756092542088,197.37560970639598
2459945.5041572214,290.0,0,0,0,1,0,nrlmsise00,0,3720007.137699809,-5499496.470349497,2147445.7536148787,-2182.7501966900027,1302.7961051098514,7117.557522514147,6978139.907792717,1.3213733714625347e-08,306.6148021947983,180.09999986262525,97.8,197.9961664420625,197.99616690987418
2459945.504272962,300.0,0,0,0,1,0,nrlmsise00,0,3697961.8757786085,-5486146.206295145,2218493.984825335,-2226.2590869225137,1367.2306046990595,7091.9498133829175,6978139.907792717,1.3213733756638864e-08,306.6148021947983,180.10000030228747,97.80000000000003,198.6167234617443,198.6167239451257
2459945.504388703,310.0,0,0,0,1,0,nrlmsise00,0,3675482.8264650856,-5472152.392865035,2289281.9768140544,-2269.506827058185,1431.5047220598883,7065.510186959793,6978139.907792723,1.3213733270506461e-08,306.6148021947983,180.09999884499587,97.8,199.2372823784367,199.2372828773311
2459945.5045044436,320.0,0,0,0,1,0,nrlmsise00,0,3652572.6266517458,-5457516.671595697,2359801.4258343736,-2312.4883439446658,1495.610917552442,7038.241744730322,6978139.907792723,1.3213733459891762e-08,306.6148021947983,180.0999989596543,97.8,199.8578397232376,199.8578402375865
2459945.504620184,330.0,0,0,0,1,0,nrlmsise00,0,3629233.963806969,-5442240.759322306,2430044.0596409095,-2355.1985956587696,1559.5416712348017,7010.147685403828,6978139.907792723,1.3213733463073385e-08,306.6148021947983,180.09999957299954,97.8,200.47839656941196,200.47839709915496
2459945.5047359252,340.0,0,0,0,1,0,nrlmsise00,0,3605469.5756597547,-5426326.447977291,2500001.638459935,-2397.6325720979166,1623.2894837451481,6981.231304538186,6978139.907792717,1.321373368592639e-08,306.6148021947983,180.09999975618342,97.80000000000003,201.0989538458099,201.0989543908849
